id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande
CMD109455,2025-08-11,C1555,Dakar,Mode,Produit_Mode_39,38.95,1,0.24,4.93,Paiement à la livraison,Instagram Ads,5.27,Livrée
CMD109456,2025-12-16,C1489,Cotonou,Mode,Produit_Mode_42,38.89,3,0.11,6.45,Mobile Money,Google Ads,4.57,Livrée
CMD109457,2025-12-04,C0017,Kinshasa,Beauté,Produit_Beauté_9,12.25,1,0.03,9.55,Paiement à la livraison,Email,1.49,Livrée
CMD109458,2025-11-04,C1109,Lomé,Électronique,Produit_Électronique_46,404.3,1,0.13,04.06,Carte,Instagram Ads,12.12,Livrée
CMD109459,2025-09-26,C1849,Brazzaville,Mode,Produit_Mode_2,66.59,2,0.09,4.8,Virement,Influenceur,16.6,Livrée
CMD109460,2025-11-03,C0863,Kinshasa,Électronique,Produit_Électronique_10,387.19,3,0.16,3.99,Mobile Money,Instagram Ads,11.21,Livrée
CMD109461,2025-09-09,C1356,Kinshasa,Mode,Produit_Mode_38,47.53,3,0.07,8.49,Virement,Instagram Ads,05.04,Livrée
CMD109462,2025-10-08,C1274,Kinshasa,Maison,Produit_Maison_6,95.49,3,0.28,8.11,Virement,Instagram Ads,10.11,Livrée
CMD109463,2025-12-04,C0087,Abidjan,Électronique,Produit_Électronique_23,568.65,3,0.01,07.03,Virement,Email,1.58,Livrée
CMD109464,2025-11-01,C0217,Abidjan,Mode,Produit_Mode_50,42.32,3,0.21,6.95,Paiement à la livraison,Instagram Ads,11.12,Livrée
CMD109465,2025-11-07,C0394,Abidjan,electronique,Produit_Maison_29,185.35,3,-0.1,4.96,Mobile Money,Instagram Ads,12.48,Livrée
CMD109466,2025-11-08,C0384,Kinshasa,Électronique,Produit_Électronique_44,421.28,1,-0.1,3.56,Carte,Email,0.9,Livrée
CMD109467,2025-10-27,C0033,Lomé,Mode,Produit_Mode_45,18.41,3,0.28,8.58,Mobile Money,Email,1.92,Livrée
CMD109468,2025-12-15,C1613,Kinshasa,Électronique,Produit_Électronique_47,479.22,2,0.07,8.33,Paiement à la livraison,Influenceur,10.65,retournée
CMD109469,2025-10-31,C0385,Brazzaville,Mode,Produit_Mode_1,37.27,1,0.26,8.25,Carte,Instagram Ads,14.3,Livrée
CMD109470,2025-08-02,C0224,Kinshasa,Mode,Produit_Mode_50,73.92,3,0.2,9.0,Paiement à la livraison,Google Ads,7.47,Livrée
CMD109471,2025-08-11,C0626,Libreville,Mode,Produit_Mode_33,42.97,1,0.11,5.9,Paiement à la livraison,Influenceur,14.93,Livrée
CMD109472,2025-09-13,C0000,Douala,Mode,Produit_Mode_33,38.67,3,0.29,9.51,Paiement à la livraison,Influenceur,16.09,retournée
CMD109473,2025-12-11,C0860,Douala,Mode,Produit_Mode_22,54.65,2,0.07,3.85,Paiement à la livraison,Email,0.7,Livrée
CMD109474,2025-11-22,C0305,Dakar,Mode,Produit_Mode_35,59.78,2,0.14,7.7,Paiement à la livraison,Google Ads,4.12,Livrée
CMD109475,2025-12-13,C1704,Abidjan,Électronique,Produit_Électronique_45,366.03,3,0.07,8.68,Paiement à la livraison,Instagram Ads,11.98,Livrée
CMD109476,2025-09-08,C0396,Kinshasa,Mode,Produit_Mode_14,5.1,3,0.08,6.94,Carte,Instagram Ads,8.58,Livrée
CMD109477,2025-11-26,C0193,Abidjan,Mode,Produit_Mode_33,44.55,1,0.18,3.68,Paiement à la livraison,Instagram Ads,8.8,Livrée
CMD109478,2025-10-29,C0350,Brazzaville,Électronique,Produit_Électronique_24,368.52,3,0.02,9.47,Virement,Google Ads,3.29,Livrée
CMD109479,2025-11-03,C0146,Douala,Électronique,Produit_Électronique_21,231.93,3,0.29,3.7,Paiement à la livraison,Instagram Ads,13.79,Livrée
CMD109480,2025-08-24,C0073,Dakar,Électronique,Produit_Électronique_19,403.65,2,0.06,6.72,Paiement à la livraison,Google Ads,7.16,Livrée
CMD109481,2025-08-22,C0258,Libreville,Électronique,Produit_Électronique_10,675.35,3,0.14,2.26,Mobile Money,Instagram Ads,6.37,retournée
CMD109482,2025-08-14,C0235,Cotonou,Maison,Produit_Maison_5,20.43,2,0.07,08.06,Virement,Email,1.12,Livrée
CMD109483,2025-08-05,C0201,Lomé,Mode,Produit_Mode_45,77.11,2,0.12,2.12,Mobile Money,Instagram Ads,12.45,Livrée
CMD109484,2025-10-04,C0006,Kinshasa,Mode,Produit_Mode_24,44.62,2,0.13,7.16,Virement,Email,1.85,Livrée
CMD109485,2025-12-13,C0475,Douala,Électronique,Produit_Électronique_43,470.51,2,0.03,4.95,Mobile Money,Influenceur,10.67,Annulée
CMD109486,2025-10-17,C0074,Kinshassa,Maison,Produit_Maison_32,116.18,1,0.11,2.81,Virement,Instagram Ads,11.44,Livrée
CMD109487,2025-10-21,C0103,Douala,Électronique,Produit_Électronique_31,495.8,1,-0.1,3.97,Carte,Instagram Ads,8.92,Livrée
CMD109488,2025-07-18,C0073,Lomé,Électronique,Produit_Électronique_18,440.05,3,0.26,6.25,Paiement à la livraison,Instagram Ads,11.72,Livrée
CMD109489,2025-07-29,C1341,Abidjan,Mode,Produit_Mode_40,33.19,2,0.27,5.71,Paiement à la livraison,Google Ads,4.2,Livrée
CMD109490,2025-10-31,C1347,Abidjan,Électronique,Produit_Électronique_49,288.26,2,-0.1,3.56,Mobile Money,Influenceur,6.51,Livrée
CMD109491,2025-12-04,C0503,Abidjan,Beauté,Produit_Beauté_34,30.34,1,0.08,9.7,Mobile Money,Instagram Ads,14.06,Livrée
CMD109492,2025-10-23,C1134,Cotonou,electronique,Produit_Maison_34,140.01,2,0.06,3.29,Paiement à la livraison,Email,0.69,Livrée
CMD109493,2025-11-26,C0306,Abidjan,Mode,Produit_Mode_29,42.01,1,0.23,6.53,Carte,Google Ads,3.58,Livrée
CMD109494,2025-08-23,C0368,Cotonou,Maison,Produit_Maison_25,-50.0,0,0.05,6.78,Carte,Google Ads,04.08,Livrée
CMD109495,2025-09-28,C0072,Brazzaville,Mode,Produit_Mode_32,41.93,3,0.3,2.86,Carte,Google Ads,5.25,Livrée
CMD109496,2025-12-10,C1455,Kinshasa,Électronique,Produit_Électronique_31,587.01,1,0.07,4.98,Mobile Money,Email,1.82,Livrée
CMD109497,2025-11-17,C0476,Brazzaville,Maison,Produit_Maison_9,191.57,1,0.26,9.89,Virement,Instagram Ads,5.74,Livrée
CMD109498,2025-07-30,C0267,Dakar,Mode,Produit_Mode_39,27.55,1,0.14,6.71,Virement,Instagram Ads,5.22,retournée
CMD109499,2025-10-12,C0100,Kinshasa,electronique,Produit_Mode_12,40.6,2,0.14,9.55,Virement,Google Ads,4.98,Livrée
CMD109500,2025-11-30,C1597,Douala,Électronique,Produit_Électronique_30,523.33,1,0.06,7.22,Paiement à la livraison,Google Ads,5.33,Livrée
CMD109501,2025-08-09,C0315,Dakar,Mode,Produit_Mode_12,46.38,1,0.23,5.19,Paiement à la livraison,Google Ads,3.33,Livrée
CMD109502,2025-11-14,C0028,Kinshasa,Maison,Produit_Maison_30,133.07,1,0.06,6.94,Paiement à la livraison,Influenceur,12.37,Livrée
CMD109503,2025-10-22,C1102,Douala,Électronique,Produit_Électronique_45,443.63,3,0.06,04.06,Mobile Money,Email,0.93,Livrée
CMD109504,2025-12-02,C0272,Dakar,Maison,Produit_Maison_23,122.05,3,0.01,8.11,Carte,Email,0.79,Livrée
CMD109505,2025-12-14,C0135,Kinshasa,Maison,Produit_Maison_14,137.48,3,0.07,9.63,Mobile Money,Google Ads,05.05,Livrée
CMD109506,2025-07-09,C0354,Brazzaville,Électronique,Produit_Électronique_43,441.88,2,0.06,7.8,Carte,Google Ads,6.17,Livrée
CMD109507,2025-10-17,C0131,Kinshassa,Mode,Produit_Mode_4,33.38,1,0.27,3.57,Carte,Email,01.06,Livrée
CMD109508,2025-12-29,C0077,Douala,Maison,Produit_Maison_32,59.66,3,0.06,5.22,Paiement à la livraison,Google Ads,3.85,Livrée
CMD109509,2025-08-18,C0055,Douala,Électronique,Produit_Électronique_40,354.82,1,0.14,2.23,Carte,Instagram Ads,9.78,Livrée
CMD109510,2025-11-15,C1544,Libreville,Beauté,Produit_Beauté_10,21.06,1,-0.1,4.37,Mobile Money,Google Ads,4.11,Livrée
CMD109511,2025-11-26,C0204,Dakar,Maison,Produit_Maison_31,92.64,1,0.06,2.73,Virement,Influenceur,12.47,Livrée
CMD109512,2025-08-16,C0206,Brazzaville,Maison,Produit_Maison_31,151.24,1,-0.1,3.51,Virement,Email,1.0,Livrée
CMD109513,2025-08-07,C1352,Douala,Électronique,Produit_Électronique_30,415.62,2,0.02,8.76,Carte,Google Ads,5.2,Livrée
CMD109514,2025-08-05,C0346,Abidjan,electronique,Produit_Électronique_33,399.58,1,0.01,3.64,Mobile Money,Google Ads,7.85,Livrée
CMD109515,2025-12-13,C0726,Brazzaville,Maison,Produit_Maison_2,65.47,3,0.09,02.04,Carte,Email,1.98,Livrée
CMD109516,2025-11-26,C1205,Kinshasa,Électronique,Produit_Électronique_28,204.33,3,0.23,8.88,Paiement à la livraison,Instagram Ads,9.17,Livrée
CMD109517,2025-12-23,C1164,Abidjan,Maison,Produit_Maison_42,90.35,3,0.07,2.45,Virement,Google Ads,05.09,Livrée
CMD109518,2025-09-19,C1904,Kinshasa,Mode,Produit_Mode_40,64.26,1,0.1,9.14,Virement,Instagram Ads,12.15,Livrée
CMD109519,2025-07-08,C0386,Brazzaville,electronique,Produit_Mode_23,64.72,2,0.25,3.82,Mobile Money,Google Ads,7.56,Livrée
CMD109520,2025-12-03,C0139,Kinshasa,Électronique,Produit_Électronique_21,396.05,2,0.1,2.13,Virement,Email,0.9,Livrée
CMD109521,2025-08-30,C1722,Cotonou,Mode,Produit_Mode_7,11.85,2,0.17,04.04,Paiement à la livraison,Google Ads,3.15,Livrée
CMD109522,2025-12-31,C0255,Brazzaville,Maison,Produit_Maison_30,89.32,3,0.03,9.7,Paiement à la livraison,Email,1.92,Livrée
CMD109523,2025-08-06,C0072,Kinshasa,Mode,Produit_Mode_25,27.62,2,0.24,4.38,Virement,Email,0.84,Livrée
CMD109524,2025-12-20,C0165,Abidjan,Maison,Produit_Maison_3,122.9,2,0.18,7.14,Mobile Money,Instagram Ads,13.39,Livrée
CMD109525,2025-07-03,C0005,Libreville,Beauté,Produit_Beauté_48,28.68,1,0.06,09.01,Virement,Google Ads,6.5,Livrée
CMD109526,2025-07-16,C0975,Abidjan,Mode,Produit_Mode_49,-50.0,2,0.25,03.04,Paiement à la livraison,Instagram Ads,7.43,Livrée
CMD109527,2025-12-25,C0288,Dakar,Mode,Produit_Mode_21,35.45,3,0.18,5.16,Carte,Email,0.87,Livrée
CMD109528,2025-07-28,C0123,Libreville,Maison,Produit_Maison_42,100.96,0,0.03,9.48,Paiement à la livraison,Influenceur,13.5,Livrée
CMD109529,2025-11-30,C0239,Kinshasa,Maison,Produit_Maison_10,99.53,3,0.24,2.92,Carte,Instagram Ads,11.78,Livrée
CMD109530,2025-07-10,C0003,Abidjan,Maison,Produit_Maison_40,105.24,1,0.22,6.25,Paiement à la livraison,Instagram Ads,11.97,Livrée
CMD109531,2025-12-06,C1947,Kinshasa,Maison,Produit_Maison_37,150.46,3,0.06,7.77,Virement,Google Ads,7.58,Livrée
CMD109532,2025-08-26,C1830,Dakar,Mode,Produit_Mode_17,71.44,2,0.14,3.65,Mobile Money,Instagram Ads,13.67,Livrée
CMD109533,2025-09-04,C0223,Libreville,Électronique,Produit_Électronique_12,459.84,1,0.19,3.88,Mobile Money,Instagram Ads,10.68,Livrée
CMD109534,2025-08-02,C0380,Brazzaville,Mode,Produit_Mode_18,49.6,2,0.26,9.41,Virement,Email,1.21,Livrée
CMD109535,2025-07-22,C0396,Kinshasa,Mode,Produit_Mode_42,34.43,3,0.28,6.86,Virement,Google Ads,7.59,Livrée
CMD109536,2025-07-22,C0823,Kinshasa,Mode,Produit_Mode_14,49.9,1,0.26,6.91,Mobile Money,Google Ads,4.97,Livrée
CMD109537,2025-07-14,C0040,Kinshassa,Mode,Produit_Mode_38,-50.0,2,0.26,4.3,Virement,Instagram Ads,9.53,Livrée
CMD109538,2025-07-11,C0178,Kinshasa,Électronique,Produit_Électronique_39,460.51,2,0.09,6.34,Paiement à la livraison,Google Ads,04.08,Livrée
CMD109539,2025-10-03,C0026,Douala,Beauté,Produit_Beauté_27,22.13,1,0.05,6.87,Mobile Money,Google Ads,6.75,Livrée
CMD109540,2025-07-29,C0130,Dakar,Maison,Produit_Maison_19,120.3,1,0.0,04.04,Paiement à la livraison,Google Ads,7.73,Livrée
CMD109541,2025-07-11,C1029,Abidjan,Électronique,Produit_Électronique_30,420.13,2,0.23,08.07,Carte,Instagram Ads,11.8,Livrée
CMD109542,2025-08-18,C1406,Kinshassa,Mode,Produit_Mode_34,50.16,1,0.28,5.12,Mobile Money,Google Ads,5.33,Livrée
CMD109543,2025-08-07,C0160,Libreville,Électronique,Produit_Électronique_34,408.88,3,0.03,3.37,Paiement à la livraison,Google Ads,3.53,retournée
CMD109544,2025-11-27,C1188,Dakar,Maison,Produit_Maison_9,122.19,1,0.08,6.34,Paiement à la livraison,Google Ads,7.92,Livrée
CMD109545,2025-11-07,C0120,Abidjan,Maison,Produit_Maison_36,38.54,2,-0.1,8.44,Mobile Money,Google Ads,3.92,retournée
CMD109546,2025-09-12,C0073,Dakar,Mode,Produit_Mode_4,36.29,3,0.17,8.81,Virement,Instagram Ads,10.23,Livrée
CMD109547,2025-09-21,C0026,Douala,Maison,Produit_Maison_37,116.3,0,0.27,2.89,Carte,Instagram Ads,06.05,Livrée
CMD109548,2025-07-25,C0209,Dakar,Maison,Produit_Maison_48,143.94,2,0.16,3.45,Virement,Instagram Ads,8.83,Livrée
CMD109549,2025-11-13,C0166,Douala,Maison,Produit_Maison_36,106.79,2,0.1,4.33,Carte,Instagram Ads,14.88,Livrée
CMD109550,2025-09-08,C0007,Dakar,Mode,Produit_Mode_35,58.93,3,0.22,8.71,Mobile Money,Google Ads,7.23,Livrée
CMD109551,2025-10-18,C0157,Abidjan,Mode,Produit_Mode_32,45.7,3,0.29,7.92,Mobile Money,Influenceur,19.75,Livrée
CMD109552,2025-12-12,C0105,Douala,Beauté,Produit_Beauté_20,15.53,2,0.2,5.5,Paiement à la livraison,Instagram Ads,10.75,Livrée
CMD109553,2025-11-13,C0172,Abidjan,Mode,Produit_Mode_15,46.67,2,0.18,7.75,Mobile Money,Google Ads,5.4,Livrée
CMD109554,2025-07-08,C1897,Lomé,Mode,Produit_Mode_26,24.73,2,0.23,2.74,Virement,Instagram Ads,11.53,Livrée
CMD109555,2025-07-02,C0158,Abidjan,Mode,Produit_Mode_7,60.02,1,0.27,4.85,Paiement à la livraison,Influenceur,12.32,Livrée
CMD109556,2025-10-01,C0049,Kinshasa,Mode,Produit_Mode_22,31.38,3,0.17,4.63,Mobile Money,Google Ads,7.33,Livrée
CMD109557,2025-07-14,C0321,Brazzaville,Beauté,Produit_Beauté_28,18.66,3,0.15,3.69,Paiement à la livraison,Instagram Ads,12.76,Livrée
CMD109558,2025-07-15,C1699,Kinshasa,Beauté,Produit_Beauté_40,24.37,2,0.26,4.11,Virement,Instagram Ads,6.57,Livrée
CMD109559,2025-07-06,C1746,Kinshasa,Maison,Produit_Maison_45,131.11,3,-0.1,3.3,Virement,Instagram Ads,6.65,Livrée
CMD109560,2025-10-26,C0248,Kinshasa,Beauté,Produit_Beauté_31,34.48,2,0.13,4.95,Mobile Money,Instagram Ads,9.48,Livrée
CMD109561,2025-11-24,C0509,Abidjan,Maison,Produit_Maison_32,148.51,1,0.09,8.62,Virement,Google Ads,5.25,Livrée
CMD109562,2025-09-07,C0077,Douala,Beauté,Produit_Beauté_46,16.72,1,0.04,8.2,Carte,Influenceur,5.51,Livrée
CMD109563,2025-08-18,C0078,Dakar,Mode,Produit_Mode_2,36.07,2,0.09,5.88,Paiement à la livraison,Google Ads,7.82,Livrée
CMD109564,2025-11-29,C0070,Kinshasa,Mode,Produit_Mode_32,25.81,3,0.21,9.46,Virement,Instagram Ads,13.39,Livrée
CMD109565,2025-07-19,C1575,Libreville,Maison,Produit_Maison_17,153.22,2,0.09,6.48,Mobile Money,Instagram Ads,9.38,Livrée
CMD109566,2025-12-20,C0344,Brazzaville,Beauté,Produit_Beauté_41,20.94,2,0.04,6.48,Carte,Email,1.42,Livrée
CMD109567,2025-11-26,C0223,Douala,electronique,Produit_Maison_16,142.86,1,0.16,8.64,Mobile Money,Instagram Ads,13.8,Livrée
CMD109568,2025-11-02,C0323,Abidjan,Beauté,Produit_Beauté_15,22.78,1,0.07,09.03,Carte,Instagram Ads,9.43,Livrée
CMD109569,2025-09-02,C0275,Abidjan,Électronique,Produit_Électronique_24,259.96,1,-0.1,4.98,Virement,Google Ads,6.8,Livrée
CMD109570,2025-08-11,C0273,Douala,Mode,Produit_Mode_20,49.48,1,0.19,3.93,Mobile Money,Instagram Ads,13.41,Livrée
CMD109571,2025-10-07,C0100,Dakar,Mode,Produit_Mode_33,37.74,2,0.06,9.58,Mobile Money,Email,1.54,Livrée
CMD109572,2025-10-22,C0078,Lomé,Maison,Produit_Maison_21,145.8,2,0.01,4.59,Paiement à la livraison,Google Ads,4.14,Livrée
CMD109573,2025-10-12,C1858,Dakar,Mode,Produit_Mode_49,29.63,2,0.1,02.03,Paiement à la livraison,Instagram Ads,14.3,Livrée
CMD109574,2025-11-14,C0337,Cotonou,Beauté,Produit_Beauté_3,30.41,1,0.07,4.67,Carte,Email,0.85,Livrée
CMD109575,2025-07-13,C1858,Abidjan,electronique,Produit_Mode_45,69.01,1,0.21,08.01,Virement,Google Ads,6.66,Livrée
CMD109576,2025-08-25,C0167,Abidjan,Mode,Produit_Mode_4,55.28,1,0.08,6.29,Virement,Instagram Ads,12.15,Livrée
CMD109577,2025-07-24,C0552,Kinshasa,Mode,Produit_Mode_30,45.98,2,0.16,6.53,Virement,Influenceur,5.24,Livrée
CMD109578,2025-11-16,C0325,Kinshasa,Mode,Produit_Mode_30,48.14,1,0.11,7.55,Paiement à la livraison,Instagram Ads,7.1,retournée
CMD109579,2025-12-06,C1459,Dakar,Mode,Produit_Mode_19,50.53,2,0.14,7.49,Carte,Instagram Ads,13.17,Livrée
CMD109580,2025-11-13,C1784,Kinshasa,electronique,Produit_Maison_43,134.97,3,-0.1,6.13,Virement,Instagram Ads,13.22,Livrée
CMD109581,2025-12-10,C1720,Dakar,Mode,Produit_Mode_18,13.72,1,0.07,6.27,Virement,Influenceur,10.0,Livrée
CMD109582,2025-10-18,C0305,Kinshasa,Électronique,Produit_Électronique_17,454.16,1,0.09,7.4,Virement,Influenceur,8.69,Livrée
CMD109583,2025-07-29,C0018,Abidjan,Beauté,Produit_Beauté_24,11.58,2,0.03,4.74,Paiement à la livraison,Google Ads,03.02,retournée
CMD109584,2025-10-15,C1865,Douala,electronique,Produit_Beauté_19,16.73,0,0.09,4.71,Virement,Influenceur,15.03,Livrée
CMD109585,2025-09-19,C0481,Lomé,Électronique,Produit_Électronique_15,358.53,0,0.06,6.79,Paiement à la livraison,Email,1.13,Livrée
CMD109586,2025-11-05,C1016,Douala,Maison,Produit_Maison_40,166.46,3,0.1,7.0,Virement,Google Ads,5.62,Livrée
CMD109587,2025-12-01,C0339,Kinshasa,Maison,Produit_Maison_50,128.28,3,0.02,3.31,Virement,Google Ads,3.56,Livrée
CMD109588,2025-08-03,C0287,Kinshassa,Mode,Produit_Mode_12,41.78,1,0.27,08.09,Paiement à la livraison,Email,1.9,Livrée
CMD109589,2025-08-17,C0137,Kinshasa,Beauté,Produit_Beauté_40,27.44,3,0.08,5.0,Virement,Influenceur,14.09,Livrée
CMD109590,2025-12-13,C0331,Abidjan,Électronique,Produit_Électronique_25,264.12,2,0.09,5.36,Virement,Google Ads,4.29,Livrée
CMD109591,2025-08-11,C0119,Lomé,Mode,Produit_Mode_35,-50.0,1,0.14,09.03,Virement,Email,1.91,Livrée
CMD109592,2025-07-16,C1539,Libreville,Électronique,Produit_Électronique_43,458.41,1,0.09,8.57,Carte,Instagram Ads,9.37,Livrée
CMD109593,2025-10-01,C0102,Abidjan,Électronique,Produit_Électronique_23,520.53,0,0.05,7.32,Mobile Money,Influenceur,4.96,retournée
CMD109594,2025-10-19,C0055,Cotonou,Électronique,Produit_Électronique_11,531.09,0,0.24,9.78,Carte,Instagram Ads,11.39,Livrée
CMD109595,2025-11-02,C0243,Dakar,Beauté,Produit_Beauté_30,15.03,1,0.26,06.01,Virement,Instagram Ads,14.03,Livrée
CMD109596,2025-11-25,C0912,Lomé,Beauté,Produit_Beauté_15,-50.0,3,0.07,8.93,Mobile Money,Email,0.83,Livrée
CMD109597,2025-12-06,C1530,Brazzaville,Maison,Produit_Maison_5,135.49,3,0.13,06.06,Paiement à la livraison,Instagram Ads,13.62,Livrée
CMD109598,2025-12-04,C1777,Abidjan,Beauté,Produit_Beauté_11,37.26,1,0.02,9.88,Mobile Money,Influenceur,12.99,Livrée
CMD109599,2025-09-27,C0174,Abidjan,Électronique,Produit_Électronique_43,422.95,1,0.09,8.61,Virement,Email,0.81,Livrée
CMD109600,2025-08-20,C0324,Libreville,Électronique,Produit_Électronique_45,-50.0,1,0.08,7.33,Virement,Google Ads,7.63,Livrée
CMD109601,2025-12-22,C0623,Abidjan,Mode,Produit_Mode_20,36.43,2,0.19,2.42,Paiement à la livraison,Email,0.83,retournée
CMD109602,2025-10-23,C0231,Brazzaville,Beauté,Produit_Beauté_10,22.39,1,0.01,5.23,Paiement à la livraison,Email,1.99,Livrée
CMD109603,2025-11-25,C0213,Libreville,Électronique,Produit_Électronique_27,487.55,2,0.06,3.0,Virement,Influenceur,15.05,Livrée
CMD109604,2025-09-26,C0301,Dakar,Électronique,Produit_Électronique_25,468.32,0,0.07,8.31,Carte,Influenceur,12.82,Livrée
CMD109605,2025-08-01,C0124,Dakar,Maison,Produit_Maison_10,100.13,1,-0.1,8.84,Virement,Email,1.99,Livrée
CMD109606,2025-09-23,C0259,Douala,Mode,Produit_Mode_17,11.79,2,0.23,8.48,Virement,Instagram Ads,9.43,Annulée
CMD109607,2025-09-24,C0299,Kinshassa,Mode,Produit_Mode_19,49.03,1,0.27,6.71,Mobile Money,Email,1.75,Livrée
CMD109608,2025-07-27,C0066,Kinshassa,Beauté,Produit_Beauté_16,33.41,1,0.05,04.01,Paiement à la livraison,Instagram Ads,7.87,Livrée
CMD109609,2025-09-18,C0003,Lomé,Électronique,Produit_Électronique_50,375.77,1,0.15,2.71,Paiement à la livraison,Instagram Ads,12.64,retournée
CMD109610,2025-07-23,C0098,Douala,Beauté,Produit_Beauté_17,-50.0,3,0.06,4.38,Paiement à la livraison,Instagram Ads,08.08,Livrée
CMD109611,2025-12-03,C0623,Brazzaville,Maison,Produit_Maison_16,206.24,2,0.23,3.29,Mobile Money,Instagram Ads,11.97,Livrée
CMD109612,2025-11-04,C0715,Kinshasa,Maison,Produit_Maison_7,140.74,2,0.2,07.04,Carte,Instagram Ads,9.95,Livrée
CMD109613,2025-10-01,C0048,Dakar,Beauté,Produit_Beauté_25,28.43,1,0.07,7.32,Carte,Google Ads,4.37,Livrée
CMD109614,2025-12-23,C0156,Kinshasa,Maison,Produit_Maison_15,120.52,2,0.07,2.96,Paiement à la livraison,Instagram Ads,6.56,Livrée
CMD109615,2025-08-18,C0265,Douala,Maison,Produit_Maison_13,99.05,3,0.2,7.71,Carte,Instagram Ads,14.82,Livrée
CMD109616,2025-09-07,C0251,Abidjan,Électronique,Produit_Électronique_40,248.82,3,0.1,3.62,Carte,Influenceur,4.59,Livrée
CMD109617,2025-07-02,C0293,Abidjan,Mode,Produit_Mode_43,31.54,1,0.2,04.02,Carte,Instagram Ads,5.24,Livrée
CMD109618,2025-09-15,C0208,Abidjan,Maison,Produit_Maison_7,114.84,1,0.28,8.0,Virement,Instagram Ads,10.12,Livrée
CMD109619,2025-09-10,C0353,Kinshasa,Maison,Produit_Maison_35,77.38,1,0.02,7.41,Virement,Email,01.07,Livrée
CMD109620,2025-08-18,C0108,Cotonou,Beauté,Produit_Beauté_30,35.96,2,0.04,6.1,Carte,Influenceur,18.92,Livrée
CMD109621,2025-08-14,C0218,Abidjan,Beauté,Produit_Beauté_35,26.94,3,0.06,7.91,Carte,Influenceur,17.36,Livrée
CMD109622,2025-09-04,C0266,Libreville,Mode,Produit_Mode_25,35.34,3,0.28,5.66,Carte,Google Ads,5.28,Livrée
CMD109623,2025-11-16,C0071,Douala,Mode,Produit_Mode_42,38.42,0,0.07,5.46,Mobile Money,Google Ads,7.13,Livrée
CMD109624,2025-07-06,C1237,Kinshassa,Électronique,Produit_Électronique_20,318.05,1,0.12,7.33,Carte,Instagram Ads,11.64,retournée
CMD109625,2025-10-07,C0174,Dakar,Beauté,Produit_Beauté_43,29.95,1,0.01,9.32,Carte,Influenceur,18.33,retournée
CMD109626,2025-07-02,C0001,Lomé,Beauté,Produit_Beauté_44,23.53,2,0.15,4.58,Carte,Instagram Ads,14.62,Livrée
CMD109627,2025-12-04,C1047,Cotonou,Électronique,Produit_Électronique_15,264.03,3,0.04,6.27,Paiement à la livraison,Email,1.4,retournée
CMD109628,2025-08-24,C0090,Kinshasa,Maison,Produit_Maison_16,90.62,2,0.06,8.21,Paiement à la livraison,Google Ads,6.43,Livrée
CMD109629,2025-12-30,C1654,Abidjan,Électronique,Produit_Électronique_11,271.82,2,0.09,8.66,Mobile Money,Email,0.74,Livrée
CMD109630,2025-08-22,C0454,Dakar,Mode,Produit_Mode_4,47.72,2,0.05,2.53,Virement,Email,0.91,Livrée
CMD109631,2025-09-06,C0299,Lomé,Maison,Produit_Maison_3,-50.0,1,0.2,7.18,Paiement à la livraison,Instagram Ads,13.68,Livrée
CMD109632,2025-09-23,C0133,Abidjan,Maison,Produit_Maison_14,78.76,1,0.08,3.45,Virement,Email,1.0,Livrée
CMD109633,2025-09-22,C0336,Douala,Mode,Produit_Mode_17,76.8,2,0.28,07.07,Virement,Influenceur,7.24,Livrée
CMD109634,2025-11-28,C0389,Libreville,Maison,Produit_Maison_37,84.67,0,0.25,6.36,Mobile Money,Instagram Ads,14.97,Livrée
CMD109635,2025-10-28,C1574,Douala,Électronique,Produit_Électronique_44,237.37,1,0.19,2.15,Mobile Money,Instagram Ads,12.33,Livrée
CMD109636,2025-12-16,C0314,Abidjan,Maison,Produit_Maison_10,119.1,2,0.05,3.12,Virement,Email,1.46,Livrée
CMD109637,2025-10-16,C0194,Dakar,Mode,Produit_Mode_40,63.95,3,0.1,8.6,Carte,Instagram Ads,13.23,Livrée
CMD109638,2025-11-21,C0938,Kinshasa,Électronique,Produit_Électronique_1,510.12,1,0.02,09.02,Virement,Email,1.79,Livrée
CMD109639,2025-12-27,C0132,Kinshassa,Électronique,Produit_Électronique_8,438.69,3,0.06,03.06,Mobile Money,Instagram Ads,6.53,Livrée
CMD109640,2025-10-08,C0035,Dakar,Beauté,Produit_Beauté_45,-50.0,1,0.06,6.91,Carte,Email,1.32,Livrée
CMD109641,2025-08-21,C0214,Abidjan,Mode,Produit_Mode_42,18.07,1,0.24,7.17,Carte,Google Ads,7.83,Livrée
CMD109642,2025-08-10,C1892,Abidjan,Mode,Produit_Mode_28,34.66,0,0.28,4.61,Mobile Money,Influenceur,15.9,Livrée
CMD109643,2025-07-11,C0065,Abidjan,Électronique,Produit_Électronique_11,-50.0,3,0.09,3.83,Mobile Money,Instagram Ads,8.24,Livrée
CMD109644,2025-08-18,C0104,Libreville,Mode,Produit_Mode_39,37.3,2,0.29,05.04,Paiement à la livraison,Influenceur,8.35,Livrée
